feed.url,id_str,in_reply_to_status_id,user_id_str,verified,friends_count,is_translator,statuses_count,name,favourites_count,profile_image_url,utc_offset,location,description,screen_name,lang,homepage_url,listed_count,time_zone,created_at,user_created_at,followers_count,user_id,geo_enabled,following,text,in_reply_to_user_id,retweet_count,place,favorited,in_reply_to_status_id_str,in_reply_to_screen_name,source,in_reply_to_user_id_str,retweeted,coordinates,geo,latitude,longitude,country,country_code,place_full_name
http://twitter.com/favorites/alihaden.json,81458673074970625,,19921353,false,3753,false,32679,Pakistan News,0,http://a3.twimg.com/profile_images/1199167635/windowslivewriterhappyindependenceday-eae0pakistan-flag5_bigger_normal.jpg,-21600,"Islamabad, Pakistan",Latest news from Pakistan,pakistaninews,en,http://www.tvexplore.com,184,Central Time (US & Canada),Thu Jun 16 20:30:35 +0000 2011,Mon Feb 02 18:33:47 +0000 2009,4343,19921353,false,,Pentagon says US must salvage relations with Pakistan to protect nukes ... - Washington Post http://ht.ly/1dhkpO,,0,,false,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,81185721939005440,,22843167,false,133,false,4661,Joe Cirincione,8,http://a2.twimg.com/profile_images/1219253953/Joe_Cirincione_reasonably_small_normal.jpg,-18000,"Washington, DC","President of Ploughshares Fund, a global security foundation.",Cirincione,en,http://www.ploughshares.org,350,Eastern Time (US & Canada),Thu Jun 16 02:25:59 +0000 2011,Wed Mar 04 22:08:10 +0000 2009,4024,22843167,true,,My friends who know more than I do assure me Pakistan's nukes secure. But an Army split cannot be good. http://t.co/5d65jKf,,3,,false,,,"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,81053923011608576,,14777209,false,518,false,3513,Chuck Thornton,1,http://a1.twimg.com/profile_images/581653977/join-rvsn_normal.jpg,-18000,"Washington, DC",international security; cooperative threat reduction; nuclear weapons non/counter/anti-proliferation; Russia; human terrain analysis.,IntlSecurity,en,,235,Eastern Time (US & Canada),Wed Jun 15 17:42:15 +0000 2011,Wed May 14 19:17:55 +0000 2008,1961,14777209,false,,Pakistan’s Nuclear Safety And Security: A Perspective From Pakistan – OpEd http://bit.ly/iAmGFJ Asserts that CTR is a threat to Pak’s nukes.,,2,,false,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,80760418385149952,,17175213,false,291,false,2699,Shashank Joshi,32,http://a3.twimg.com/profile_images/1321254149/profile_standing_normal.jpg,0,London,"I am a doctoral student of international relations at Harvard University, and an Associate Fellow of the Royal United Services Institute (RUSI) in London.",shashj,en,http://shashankjoshi.wordpress.com,17,London,Tue Jun 14 22:15:58 +0000 2011,Wed Nov 05 00:59:16 +0000 2008,481,17175213,false,,"“it's not possible that the location of all of Pakistans nuclear weapons can remain unknown to terrorists in perpetuity"" http://j.mp/m91pQL",,1,,false,,,"<a href=""http://www.instapaper.com/"" rel=""nofollow"">Instapaper</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,80627828500070400,,19921353,false,3753,false,32679,Pakistan News,0,http://a3.twimg.com/profile_images/1199167635/windowslivewriterhappyindependenceday-eae0pakistan-flag5_bigger_normal.jpg,-21600,"Islamabad, Pakistan",Latest news from Pakistan,pakistaninews,en,http://www.tvexplore.com,184,Central Time (US & Canada),Tue Jun 14 13:29:06 +0000 2011,Mon Feb 02 18:33:47 +0000 2009,4343,19921353,false,,Pakistan's nuclear arsenal may be 'compromised': report - National Post http://ht.ly/1delun,,0,,false,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,79103321880793088,,234437940,false,207,false,305,Bilal Baloch,0,http://a3.twimg.com/profile_images/1388356954/bbbb_normal.jpg,-18000,"Karachi, Pakistan","Graduate Student, The Fletcher School; Aspiring writer on the History and Politics of Pakistan, Featured on CNN, OpEds in Foreign Policy, and The Guardian",babaloch,en,,0,Eastern Time (US & Canada),Fri Jun 10 08:31:16 +0000 2011,Wed Jan 05 17:19:08 +0000 2011,95,234437940,true,,Naek: More security for journalists reporting on Balochistan and Sarfaraz shootings http://bit.ly/mqeRHq #karachi #sarfarazshah #pakistan,,0,,false,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,76323017751404544,,18140095,false,121,false,16767,Pakistan News,0,http://a2.twimg.com/profile_images/78005520/Pakistan_normal.png,18000,Pakistan,News from Pakistan,paknews,en,http://www.paknews.eu,121,Islamabad,Thu Jun 02 16:23:20 +0000 2011,Mon Dec 15 16:48:30 +0000 2008,3671,18140095,false,,Nawaz slams government over Abbottabad probe commission http://goo.gl/fb/QRFkQ #pakistan,,1,,false,,,"<a href=""http://www.google.com/support/youtube/bin/answer.py?hl=en&answer=164577"" rel=""nofollow"">Google</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,76290468421435393,,6509832,false,390,false,32045,CNN-IBN News,1,http://a2.twimg.com/profile_images/1299281826/twitter-thumbnail-73x73-cnn-ibn_normal.jpg,19800,India,CNN-IBN Latest news alerts from India,ibnlive,en,http://ibnlive.in.com/,1852,New Delhi,Thu Jun 02 14:13:59 +0000 2011,Fri Jun 01 20:31:01 +0000 2007,87941,6509832,false,,Upto 700 militants ready to enter Kashmir: Army http://t.in.com/3elQ,,5,,false,,,"<a href=""http://ibnlive.in.com"" rel=""nofollow"">IBNLive</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,76290197490368513,,125944392,false,29,false,22050,The Express Tribune,0,http://a1.twimg.com/profile_images/809383387/etrib_normal.jpg,18000,Pakistan,"The Express Tribune. 
Global Standard, Local Perspective.",etribune,en,http://tribune.com.pk/,353,Karachi,Thu Jun 02 14:12:55 +0000 2011,Wed Mar 24 10:34:52 +0000 2010,5988,125944392,false,,(News) Nawaz slams govt over Abbottabad probe commission http://t.co/zbvUISX v,,0,,false,,,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,76287739363991552,,125944392,false,29,false,22058,The Express Tribune,0,http://a1.twimg.com/profile_images/809383387/etrib_normal.jpg,18000,Pakistan,"The Express Tribune. 
Global Standard, Local Perspective.",etribune,en,http://tribune.com.pk/,354,Karachi,Thu Jun 02 14:03:09 +0000 2011,Wed Mar 24 10:34:52 +0000 2010,5992,125944392,false,,(News) Security personnel death toll rises to 30. http://t.co/0jONa7C #Pakistan,,1,,false,,,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,76278945569452032,,219226779,false,0,false,7764,Karachi News,0,http://a3.twimg.com/profile_images/1280040915/Karachi_normal.gif,,Karachi,Karachi News.Net is a leading online news portal that produces headlines relevant to the city daily with frequent updates to its range of news sections.,karachi_news,en,http://www.karachinews.net,4,,Thu Jun 02 13:28:12 +0000 2011,Wed Nov 24 08:20:21 +0000 2010,118,219226779,false,,63 die in border clash with militants http://tf.to/tRjU,,0,,false,,,"<a href=""http://www.karachinews.net"" rel=""nofollow"">Tweet Feeder Karachi News</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,76276767173787648,,254621726,false,295,false,1540,Moral Outrage,0,http://a3.twimg.com/profile_images/1249066671/GoldenEars08_normal.jpg,,Pennsylvania (for now),"Hippie-leftist-socialist-feminist outraged at all things immoral, especially the psychopaths who are destroying our world, our planet, our home.
",MoralOutrage1,en,,18,,Thu Jun 02 13:19:33 +0000 2011,Sat Feb 19 17:13:03 +0000 2011,226,254621726,false,,#Pakistan still reeling ! month after raid that killed Osama |The Guardian http://bit.ly/mF9EP9 US government playing dangerous game!,,0,,false,,,"<a href=""http://bit.ly"" rel=""nofollow"">bitly</a>",,false,,,"","","","",""
http://twitter.com/favorites/alihaden.json,76272314441928704,,18332578,false,2346,false,78538,Bob Connors,6,http://a2.twimg.com/profile_images/950234181/BC_CJCS_normal.jpg,-18000,Massachusetts,"To be prepared for catastrophic events, you need to have an emergency kit, a maintained family emergency plan and to be informed. I'll try to keep you informed!",bobc_mass,en,http://bcmusing.wordpress.com,37,Eastern Time (US & Canada),Thu Jun 02 13:01:51 +0000 2011,Tue Dec 23 13:17:46 +0000 2008,2842,18332578,false,,Pakistan forms commission to probe bin Laden raid: Pakistan's government on Tuesday named the members ... http://bit.ly/mivJAi #homeland,,0,,false,,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,false,,,"","","","",""
